"CandidateID","Additional-Info","Skills","Work-Experience__Company","Work-Experience__Job-Description","Work-Experience__Job-Duration","Work-Experience__Job Title","Location","Education__Institute","Education__School-Duration","Education__Qualification","Resume-Summary"
"19","Additional Information Professional with sixteen years of experience, being seven with project management and nine years with technical design of industrial automation solutions and electrical installations. Capabilities as team builder managing constraints of budget, schedules, quality and risks, as well as technical knowledge of civil, electrical and mechanical engineering, HVAC and Photovoltaic installations.  Knowledge in RDC-50 regulation (ANVISA) and Good Manufacturing Practices (GMP) for construction and equipment installation in food and pharmaceutical companies, automation and instrumentation design for hazardous and saline areas (control panels, PLCs, HMIs, sensors and instruments to offshore applications), project management according to PMI best practices, TPM methodology, ISO 9001 auditing, MS-Project, SAP (PS module), AutoCAD and Eplan P8.","Microsoft Project (7 years), Auto CAD (10+ years), ISO 9001 (1 year), Project Management (10+ years), Microsoft Office (10+ years), Eplan P8 (2 years), Automação Industrial (10+ years)","Savis - Campinas, SP && Sulzer Pumps && Tetra Pak && Contric, Contemp Indústria, Comércio e Serviços - São Caetano do Sul, SP && Taquions Automação e Sistemas Industriais - São Paulo, SP","• Development, integration and maintenance of project documents (plans, communication, quality, risks, etc.) and more than 100 schedules to implement structures that involves civil construction, electrical installations, IT infrastructure and systems, logistics and mechanical equipment for border control and protection of strategic structures;  • Monitoring and coordination of cross functional and displaced teams to execute project tasks according to schedules and action plans;  • Identification and treatment of risks with the team by planning and managing risk plans;  • Administrative support with budget control, resources allocation and visibility reports to Project Management Office, director board and customers (including army officers);  • ISO 9001 internal auditor, responsible by evaluate all internal processes according to ISO 9001 (Engineering, Financial, HR, IT, Logistics, Project Management, Sales). && • Technical support to commercial and project management departments at meetings with customers and suppliers, clarifying technical scope of automation, electrical and instrumentation;  • Responsible by specification and purchase requisition of control instruments, junction boxes, control panels and electrical material to forced lubrication units (ULFs) to be installed at hazardous and saline areas according to API, ATEX and NEMA regulations;  • Design of piping and instrumentation diagrams (P&ID) and all kind of documents related to automation and instrumentation to the ULFs. Electrical and mechanical design of control panels and junction boxes using AutoCAD and Eplan P8 software. && • Responsible by project management of building, utilities (air conditioning, chilled water, compressed air, electrical and mechanical mountings), layout changes, machine & equipment acquisition and installation;  • Communication with functional managers to plan and report progress. Planning, monitoring and controlling of activities, budget and resources, in addition to lead of third party companies to secure accomplishment of GMP & safety rules;  • Some achievements was enlargement of forklift maintenance room, enlargement of warehouse capacity (including building, natural illumination and six vertical lift system installation) and construction of a new laboratory. && • Responsible by project management of electrical panels manufacturing, electrical installations and industrial automation, being the focal point communicating with customers, suppliers and third party teams;  • Technical support to the sales team at customer meetings, specifying the project scope to meet the application requirements. Conduction of technical meetings to secure consistent information to all stakeholders and customers;  • Budget management of the projects, interacting with the sales and financial teams;  • Management of manufacturing and installation teams to secure the project quality and on time deliver;  • Leadership of third party companies with a total team of 40 people engaged at manufacturing and test of distribution and control panels, in addition to electrical installations and industrial automation solutions at client facilities;  • Electrical and mechanical design of low voltage electrical panels executing single & three line diagrams, cable, logic & interconnection diagrams, mechanical layout and material list;  • Technical support, testing and mounting of electrical panels. && • Technical support to the sales team at customer meetings, specifying the project scope to meet the application requirements. Conduction of technical meetings to secure consistent information to all stakeholders and customers;  • Specification and purchase requisition of equipment, materials and services;  • Electrical and mechanical design of low voltage electrical panels executing single & three line diagrams, cable, logic & interconnection diagrams, mechanical layout and material list;  • Leadership of 3 colleagues at manufacturing and installation of control panels, in addition to third party teams at client facilities to execute electrical installations.","October 2014 to Present && April 2013 to October 2014 && May 2010 to April 2013 && November 2000 to May 2010 && March 2005 to April 2006","Project Analyst && Product Technologist && Project Analyst && Business Partner, Project Coordinator, Installations Leader, Electrical Designer, Electrician && Electrical Designer","São Paulo, SP","Saint Francis University Campinas, SP && SENAI Faculty of Mechatronics Technology São Caetano do Sul, SP && SENAI School Santo André, SP","July 2012 to December 2017 && January 2004 to December 2009 && July 1998 to June 2000","Bachelor's in Electrical Engineering && Bachelor's in Mechatronics Engineering && Apprenticeship in Electrical and Electronics Maintenance","None"
"20","None","Project Management (2 years), Consulting (4 years), Client Management (6 years), Quality Control (2 years)","Sautech, Management & Technology in Health - Porto Alegre, RS && Sautech Management and Health Technology - Porto Alegre, RS","Responsibilities  Acting on several complex projects in process improvement and inovation systems in the areas: hospitals, clinics of plastic and dental surgery, focusing on healthcare, commercial and financial setores. Planning and management of IT projects, analyzing all the documentation of projects, ensuring the contratual obligations relating to specifications, quality, costs and deadlines.   Consolidate and disseminate the project information (schedules, activity descriptions and reports), for development of products after each stage.   Develop and plan the stages amd interactions, estimating the scope, budget and effort. Set project constraints, presenting options and predict the impact on the financial forecast and projects constraints.     Accomplishments  Analyzing and identifying potencial risks to the strategies for prevention amd decrease of the same and reviewing from the beginning to the end. Identify possible alternative solutions to customer needs, aiming at conquest and retention thereof. && Implementation, training and support of ERP systems in the hospital sector, throughout Brazil.    Aggregate knowledge in the area of financial management to implement the software for hospitals. Active participation in major projects for large hospitals, customizing the software to meet each client.  Consulting and process standardization, held guidelines for users and managers in general, development of improvements, eliminating rework, bringing reliability of the information and integration between areas in an automated way.   Preparation of documentation and application training for users, tracking post-training to the stabilization process in the areas.","June 2015 to Present && January 2014 to Present","Project Analyst && Business Consultant","Porto Alegre, RS","Faculdade de Tecnologia Senac Porto Alegre, RS && FGV- Getúlio Vargas Foundation Rio de Janeiro, RJ && FGV- Getúlio Vargas Foundation Rio de Janeiro, RJ && Faculdade de Tecnologia Senac Porto Alegre, RS && Faculdade de Tecnologia Senac Porto Alegre, RS","2011 to 2011 && 2011 to 2011 && 2011 to 2011 && 2009 to 2011 && 2006 to 2010","Technical in Analyst Capital Markets && Vocational in Introduction to Private Equity and Venture Capital for Entrepreneurs && Vocational in Intermediation in Financial Investments && Technologist in financial management && Technical in Analyst in Finance","None"
"24","None","Office Avançado, Windows 10, Windows 8.1, Windows 7, Word Avançado, Excel Intermediário, Inglês Avançado, Espanhol Avançado, Italiano Básico, Windows Server 2008, Windows 2012, Cisco Jabber","Odebrecht Engineering and Construction - São Paulo, SP && Vodafone Telecom - Dublin && Citibank S/A && EASY Import Control && THOMPSON MULTIMEDIA && U.S. ROBOTICS && UNIVERSO ON LINE - UOL","I worked as a coordinator in the training of the company's system for members/partners. I worked with ERP's coordinator system, monitoring network links, I worked like coordinator in call centre and with 1st and 2nd local helpdesk support with Windows 7, Windows 10, Office 2003/2007 and Office 365. Worked with IT processes coordinator and infrastructure in the countries in Africa, North and South America and Asia. I coordinate a team from Oracle EBS support in the Purchasing module, Iprocurement, iSupplier and Sourcing. Coordinator for mapping logistics operations and supply chain together with international offices, gathering information of their current situation and suggesting improvements to IT processes. Working together with procurement team process and logistics from all offices of the group. Frequent contact with offices, local and international. Working as a coordinator for compliance issues, ensuring international business transactions accordingly. Expertise in deploying systems as Key User, responsible for mapping, testing, implementation and support of ERP (Oracle EBS R.12) in order to keep the deadlines and new features within delivery schedule. Responsible for training and development of employees and third parties on the Odebrecht processes and systems. Working knowledge of Oracle applications: Inventory (INV), purchase order (PO), Order Management (OM), Integrated Receipt (RI), accounts receivable (AR), Accounts Payable (AP). Strong interaction with internal and external areas, analysing changes in business and its impact for the company. Demonstrating scenarios through presentations to managers and cell directors. Contact with suppliers, customers and government entities through meetings, evaluation of new business and new tools. && Carry out the function of Technical Support Senior Analyst for the company's systems, which cover all cities in Ireland, England, Northern Ireland, Scotland and other countries where there is service from Vodafone and providing support for Office 2003 applications package, Lotus Notes, Windows XP, Windows 2003 (including servers), Windows Vista and other applications developed only for Vodafone. && where I am Help Desk Analyst Jr. to the internal bank applicative, OnSite Support, Support by remote access to verify the errors of Softwares and Web Applications of Citibank, Outlook Configuration, Windows 2000, Windows XP Telephony, Hardware, Bilingual Support Technical, keeping direct contact with the regional sector of Citibank (Mexico and Chile) and Global Support Technical (U.S.A and other countries where the bank has agencies, besides technical department). && Trainee Analyst in services to Achè Laboratórios Farmaceuticos, responsible to authorization and receive the raw material; user of system EASY Import Control developed by Microsiga; Invoicing the Customs broker and control the disembarrassment through Follow-up. && to users of Speedy Telefonica, Brazil Telecom, Telemar for devices Speed Touch 510, Speed Touch 570, Speed Touch 330, Speed Touch 110g (Wireless), Speed Touch 120g (Wireless), Speed Touch 180g (Wireless). && with Thomson Multimedia  Technical Support Analyst for modems to access ADSL like USR9001, USR8550 and Wireless products. && made support access ADSL (Speedy), Outlook Express configuration, Internet Explorer, connections by plates of 56K, Encashment and Retention Department.    Other objectives    Region to work: I will consider proposals to work in other Countries    Complementary Information  I have Italian citizenship with passport in accordance to the law.","May 2009 to January 2016 && February 2008 to June 2008 && August 2006 to January 2008 && April 2005 to March 2006 && February 2003 to April 2005 && January 2003 to October 2003 && September 2001 to December 2002","Helpdesk Analyst && Senior Analyst && Junior Analyst Working at Help Desk for employers && CODAL COMISSÁRIA DE DESPACHOS ALFANDEGÁRIOS && Trainee Analyst Technical Support && Trainee Analyst Simultaneous Work && Trainee Analyst where I","São Paulo, SP","UNIP && UNIP && UNINOVE","2010 && June 2007 && December 2003","MBA in Business Management && Foreign Commerce && Management","I am able to develop my work according to my profile, and rule to take over new attributions in agreement to the requested job's proposed by the company, with total responsibility to reach the considered objectives."
"27","None","UML (7 years), Business Analysis (7 years), Requirements Analysis (7 years), BPMN, Scrum, Agile Methodologies, Scrum Product Owner","Scopus Soluções em TI && HSBC Canada && Global Village Telecom && None","2016(6 months)  Business Analyst/Product Owner in Bradesco Mobile Banking projects, following Agile methodologies.  - Product Owner in Mobile Banking;  - Requirements analysis, User Story writing and prioritization;  - Collaboration to the product/solution design with the external consulting company, in London.  Senior Business Analyst, at HSBC Global Technology Brazil && at Colégio Cenecista Presidente Kennedy  February/2008 - July/2011 (3 years and 6 months) && allocated to HSBC Canada projects.  - Business Analysis, stakeholder and vendor management on projects related to Retail (debt card) and Compliance (Legislative Compliance and Credit Analysis solutions), following the Canadian regulatory requirements.  - Business and Process Analysis on regulatory, financial crime and money laundering prevention. && and 2 months)  Business Analysis working on Finance projects, also collaborating with external vendors.  - Business analysis, test planning and execution and configuration management for Billing Quality Assurance and Revenue Assurance programmes.  - Requirements Analysis for Credit Analysis and Anti-Fraud projects.  - Collaboration in internal initiatives to define and opmitize business analysis processes.  ESL Teacher, at Express English School","July 2016 to Present && July 2011 to Present && July 2013 to July 2016 && June 2011 to July 2013","SR Business Analyst && Teacher && Offshore Business Analyst && Business Analyst","Curitiba, PR","Faculdade Cenecista de Campo Largo Campo Largo, PR && Faculdade Cenecista de Campo Largo Campo Largo, PR","2013 to 2014 && 2009 to 2012","Post Graduate in IT Project Management && Bachelor Degree in Information Systems","Business and Process Analyst with over 7 years experience. I have worked on IT departments for the telecommunications and banking industries.  I worked as offshore Business Analyst for HSBC Canada for three years, focusing on regulatory, compliance and global standards projects.  I am currently working as Business Analyst and Product Owner in a Mobile Banking project for one of Brazil's largest banks, Bradesco, following Scrum and Agile methodologies. I collaborated in the product design process, allocated on the external consulting company, in London."
"29","None","UML (10+ years), ALM (IBM), Microsoft Office (10+ years), Resilience, result focus, communication, Oracle SQL e SQL Ansi, PL SQL Developer, CSPO, IBM Certified Solution Designer UML 2, ITIL (5 years), Software Development (10+ years), unix (10+ years), Gathering requirements (10+ years), Business Analysis (10+ years)","Petrobras - São Paulo, SP && Porto Seguro - São Paulo && Unimed de São Paulo - São Paulo","Collaborated with business area, gathering requirements and business rules, checking their impact on systems. Defined and refined scope, examining their feasibility on projects. Accountable for management and communication of functionalities to the development team. Worked with Project Management and Technical Lead to evaluate activities, schedule, deadlines, scope and technical problems.   Gathered high-level requirements from stakeholders. Includes coordinating deliverable pricing responses from internal and external service providers.   Wrote functional and non-functional requirements. Provision vision document, business rules, actors, requirements specifications and other documents.   Managed requirements (traceability, versions, baselines, changes, etc.).    Estimated through function point and story point.   Planned and executed tests in software solution   Modeled (Erwin) and collaborated in database implementation (Oracle). Defined project (logical and physical with UML – Rational RSA) and created wireframe/prototype (Axure)   Liaised between business and technical delivery teams to bridge the gap in technical understanding (Grooming, Planning, Daily, Demo, Retrospective)   Trained and showed the features of each release to support/staff teams. && In charge of analysis, project and implementation of distributed systems, managing small/medium projects and coordinating support team.   Wrote requirements, analysis and project using UML (Rational Rose).   Developed with Java (WebSphere and Eclipse) and Informix-4gl (Unix).   Estimated through function points and story points.   Defined and implemented database (Informix).   Planned and executed tests.    Versioned and merged (CVS), building and deploying applications in different environments.   Led technical analysis of defects, driving resolution and implementing fixes.   Had a support role (24/7).   Worked as Project management using PMBOK approach. && Collaborated analyzing and projecting systemic solutions for health industry using essential analysis.   Gathering/management/documentation of requirements, analysis and project using Essential Analysis.   Developed using Informix-4gl (Unix), creating shell scripts for batch programs.   Created make files for build programs.   Defined and implemented database (Informix).   Planned and executed tests.","October 2008 to March 2016 && October 1999 to October 2008 && September 1997 to October 1999","Senior System Analyst && Business Analyst && System Analyst","Santos, SP","FASP São Paulo, SP && Fundação Lusiada Santos, SP","2002 to 2003 && 1997 to 2000","Postgraduate in Analysis and Project Object Oriented && Bachelor´s Degree in Business","None"
"31","Additional Information Languages: Portuguese (native), English (full proficiency) and French (elementary).  Experience in Network, projects and structures.  Experience includes NPI (New Product Introduction) process.  Experience Test fixture/jig development.  Experience on GTS Box (Global Test Solution).  Extensive experience in Test Development and Test solutions.  Extensive experience in Manufacturing/Test process.  Extensive experience in Server boards.  Extensive experience in HMU, ATE fixtures and Automated Programming Machine (Data I/O PS388).  Extensive experience in Off-line and On-line IC programming.  Extensive experience using Tserver package for GPU tests and MODs package (Nvidia).  Experience on IoT components such as Arduino and Raspberry Pi.  Extensive experience in Operational Systems, Windows 8.1, Windows 7, XP, Server 2K8, DOS, Linux and MAC OSX.  Experience in Programming, Script (batch files), C, C++, wiring (Arduino) and Java.  Specialties: NPI Process, Project Management, Test Software Programming, Computer Hardware, IC Programming (Off-line and On-line), ECR Process, Strain Gage – Intel Specialist, Functional Test Training, Test Process Improvement and Optimization.  Work in-group. Good relationship.  Ready to face challenge.","Office Avançado (10+ years)","Foxconn Technologics Group Ltda && Sanmina-SCI && Net Campinas Ltda","- Test programmer for Desktop, Notebook, Graphic Cards, Servers and Workstation-Boards.  - Script Improvement and Test Script Optimization.  - Design Test Plan and Test documents.  - Maintenance solutions and configuration of the test systems.  - Responsible for New Product Introduction (NPI);  - Support and training to operational and documentation/procedure control;  - Preventive and corrective maintenance on test equipment HMU (Hot Monk Up) and ATE (Automated Test Equipment);  - Support to production process related to improvements in test process, such as analysis and troubleshooting;  - Responsible for electronic components programming (BIOS, EC, CPLD);  - Responsible for ECR Test Changes and Programming Changes (BIOS);  - Responsible for Strain Gauge at Functional Test and ICT; && Debug  - Tests and Debug on Radio Base (CDMA and GSM Technologies);  - Debug on bank cards equipments (Wireless GSM Technologies);  - Debug on Mother-Boards (Server and Desktop).  - Specialization on Functional Test Debug. && - Technical Support to clients about products Pay-TV, Virtua and VOIP;  - Installation and Configuration of NET TV products;  - Quality and Anti-Piracy Control team member;","June 2007 to Present && November 2005 to June 2007 && May 2005 to November 2005","SR Test Engineering Analyst && Electronic Technician && Field Electronic Technician","Campinas, SP","Devry Brazil Campinas, SP && Data Way Campinas, SP","January 2012 to December 2016 && January 2003 to December 2005","Bacharel in Computer Engineering && Technician in Eletronics","Test Engineering, Test Support, Electronic and International Job."
"33","Additional Information Knowledge in e-commerce, ERP systems, (analysis and development), legislative tax systems.","Visual Basic (10+ years), Php (10+ years), Mysql (10+ years), PostgreSQL (6 years), English (10+ years), Webservices (5 years), Laravel (3 years)","Movida Rent a Car - Mogi das Cruzes, SP && PRODAM - I.T. Sao Paulo City Government - São Paulo, SP","Specialist in Analysis and development of systems, team coordination, project management, analysis and development PHP object-oriented, REDIS in-memory structure store, Laravel Framework, MySQL Database, PostgreSQL, Oracle (both with standardization MER, DDL, DML, Stored Procedures, Triggers and Views), TOTVS integration, Amadeus, SABER, SIXT (Rent a Car abroad), HTML5, CSS3, Jquery, JSON webservices integration, RESTFull API, SOAP, Mobile && Analysis and development of mobile systems and IT eGOV portals.","March 2016 to Present && November 2013 to December 2014","PHP System Analyst && PHP Developer","São Paulo, SP","Universidade Braz Cubas São Paulo, SP && Braz Cubas Liceum São Paulo, SP","August 2004 to December 2006 && August 2000 to December 2001","BA in Information Technology && Technician in Electronic Engineer","None"
"34","Additional Information Skype profile: souzaoaline","Business Analysis (4 years), Business Management (2 years), UML (5 years), Network Administration (3 years), Microsoft Office (7 years), Report Writing (4 years), Relationship Management (6 years), Change Management (3 years), Data Analysis (3 years), Databases (7 years), IT Training (2 years), IT Technical Support (3 years), Logistics (2 years), Microsoft Project (2 years), Oracle (3 years), Project Management (3 years), SQL (5 years)","RaiaDrogasil && Sisinvest && Brazil Bank && Tesetec tecnhology and solutions","• Development Logistics system of receipt goods with reading various XML following Brazilian Revenue standards.  • Survey of requirements with the client, scoping and setting screens according to good practices. Mapping of business processes to improve performance, control of the value chain and ensuring the maximum return of value in the process.  • Following these requirements and specify new systems or add new features to existing systems using UML for quality software.  • Realized management of projects and activities, defining and following established priorities, and managing customer expectation.  • Contact customer Brackets and incident resolutions.  • Webservice development in Java with Jax-WS and EJB3.  • Development of Web application with JSF, Struts, JPA, Richfaces, Primefaces in OC4J and Weblogic container, using Eclipse IDE, and, Desktop application using Java Web Start using Commands and queue management with JMS.  • Development in Oracle database, such as, DML, DDL, TCL instructions, creating and supporting tables, procedures, triggers, packages and queries, and controlling transactions. && • Web application Development with Struts.  • Ajax development with Zkoss framework.  • Writing software requirements using UML specification.  • Procedures Development in MS-SQL database.  • Responsible for deployment on production environment. && • Responsible for opening accounts.  • Worked as cashier.  • Investment, risk and financing analysis.  • Attracting e retaining customers. && • Client's Support.  • Project manager assistant.  • Queries and triggers development.  • Software implantation management.","October 2008 to June 2015 && September 2006 to September 2008 && August 2004 to September 2006 && January 2004 to September 2006","System Analyst - Java Development && Java Programmer && Business Assistant && Trainee","São Paulo, SP","Griffith College && Paulista management and Computing College São Paulo, SP && Mackenzie University São Paulo, SP","August 2015 to Present && April 2013 to April 2014 && February 2003 to November 2007","General English && MBA in BUSINESS PROCESS MANAGEMENT && Bachelor's in Information System","Professional with 10 years of IT experience, focused on adding value to the solution delivered to customers. Although I am a technology professional, but I have a great technical profile, but I have a great analytical capacity. I adapt quickly to the changes and I am very questioning, obviously that, respect the hierarchical level, but I do not usually fulfill orders without understanding and questioning the reason, and objective of the same. I have a degree in Information Systems from Mackenzie, a postgraduate degree from Fiap in Business Process Mapping (BPM) and I recently spent one year in Ireland, a period that made me fluent."
"40","Additional Information Looking for challenges to apply current knowledge and to grow personally and professionally.","Microsoft Office (10+ years), SAP SD (3 years), Mainframe and DB2 (5 years), Project Management (PMBoK) (7 years), ABAP (4 years)","Henkel Ltda - São Paulo, SP && Bradesco S.A. - São Paulo, SP","- Responsible for SAP SD - OTC (Order to Cash) area within Mercosur (Argentina, Brazil and Chile);  - Work side-by-side with business to propose quick wins, enhancements and projects for the processes and for the system;  - Design, build, test, go-live, training and post go-live maintenance;  - Manage projects (PMBoK based);  - Negociate business priorities, estimate deliverables;  - System integration. && -Design integrated solutions for core banking processing;  - Responsible for architecting the solutions for accounting processes;  - Gather business requirements and translate into business requirements, checking among all available 'building blocks' the reusability;  - Functional and technical design specification;  - PMBoK ad TOGAF framework based;  - Manage 3rd party teams of consulting and developers to deliver projects.","December 2012 to Present && March 2006 to December 2012","Business Analyst && Solution Architect","São Paulo, SP","Fundação Vanzolini São Paulo, SP && Universidade de São Paulo São Paulo, SP","January 2013 to December 2015 && January 2006 to July 2012","Specialist in Quality and Productivity && Bachelor in Physics","Apply current knowledge and learn more each day. I have no boundaries with technologies."
"41","Additional Information TECHNOLOGIES AND CERTIFICATIONS    Languages and tools  IBM Notes/Domino; IBM Connections; IBM Sametime; IBM Traveler; BlackBerry; Windows; Microsoft Exchange; Microsoft Active Directory; Citrix Metaframe; Cisco IPS (Intrusion Prevention System); Cisco CallManager; Cisco IP Phones; Remote Access Tools.","Windows (10+ years), IBM Domino (10+ years), IBM Notes (10+ years), IBM Sametime (10+ years), IBM Traveler (7 years), IBM Connections (4 years)","V&B Officeware - Rio de Janeiro, RJ && Com4IT - Tecnologia em Telecomunicação Ltda && H. Stern Com e Ind S/A","Manage IBM support team at Furnas Centrais Elétricas S.A.  IBM servers administration.  IBM client/applications 2nd/3rd support && 1st/2nd support analyst && Helpdesk Manager  IBM Domino 7 Administrator  Citrix Metaframe Administrator  Security system administrator  Support team manager","February 2008 to Present && July 2007 to January 2008 && May 2000 to July 2007","Support Analyst && Microsoft Network Administrator && Support Analyst","Rio de Janeiro, RJ","Universidade Veiga de Almeida - UVA && Univercidade","2013 && None","Master of Business Administration && Bachelor's","• Extensive experience as support analyst, surveying, designing and developing processes for information systems and corporate data.  • IBM architecture solid management system administration.  • Good people skills, sharing and exchanging knowledge and skills with colleagues as a common practice  • English and Portuguese fluent"
"42","None","Microsoft Office(+ Excel) (8 years), Exceptional listener and communicator who effectively conveys information verbally and in writing (8 years), Demonstrated talent for identifying, scrutinizing, improving, and streamlining complex work processes through highly analytical thinking and analysis. (6 years), Computer-literate performer with extensive software proficiency covering wide variety of applications. (8 years), Personable professional whose strengths include cultural sensitivity and an ability to build rapport with a diverse workforce in multicultural settings. (6 years), Results-driven achiever with exemplary planning and organizational skills, along with a high degree of detail orientation. (6 years), Innovative problem-solver who can generate workable solutions and resolve complaints. (8 years)","Orbium Ltda - São Paulo, SP","Experience in deployment, administration and application support Microsoft-based structure;  Experience in the implementation, management, administration and support of Web service sites and databases;  Ability to systems management for Client to Server environment, Desktop and WEB;","November 2009 to Present","Support Analyst Intern","Osasco, SP","São Paulo, SP","2010 to 2015","Bachelor's in Psychology","None"
